id_11716|MACACA||"
 MACACA. 
Fol 1. Puerto pequeño, pero cómodo, de la Isla de Cuba, donde eneró Fernando Cortés con la armada de Diego Velazquez quando salió para la conquista de Nueva España, y en él concluyó de hacer las provisiones que le faltaban en una hacienda del Rey que habia allí, porque escapó precipitadamente del Puerto de Cuba, sabiendo que Velazquez se habia arrepentido de su nombramiento, y quería suspenderlo. "|Fol|"[<placename><district key=""PRSDIC00"">Isla de Cuba</district></placename>]"
id_11717|MACCHA||"
 MACCHA. Fol. 6 Provincia antigua del Perú en tiempo de la gentilidad de los Indios, inclusa hoy en la de Chayanta o Charcas; la conquistó y unió al Imperio el Inca Capac Yupanqui: los sectarios de la invención de que el Ingles Madoc estuvo en la América el año de 1190. fundan que el Ingles Maccha, que fue el primero que extendió la navegación, le dio este nombre 5 pero en el artículo América hemos hecho ver que esto es una patraña de las muchas que se han inventado para usurpar á Christoval Colon la gloria del descubrimiento de aquel nuevo mundo. Véase lo que dice Fr. Gregorio García en el origen de los Indios. "|Fol|[]
id_11718|MACATOA||"
 MACATOA. Id. Ciudad Capital de un territorio de este nombre en tiempo de la gentilidad de los Indios, situada en la Provincia de San Juan de los Llanos del Nuevo Reyno de Granada, á orilla del caudaloso rio Guayvare: tenia 800. vecinos, y la Población de hermosos edificios, las calles tiradas á cordel 3 y varias plazas muy espaciosas, cuidando tanto de su limpieza, y aseo que no se encontraba en toda ella la mas pequeña piedra ni mata: la descubrió Felipe de Utre quando intento la conquista del famoso Dorado, y fue el primero que entró en ella el año de 1543; recibiéndolo su Cazique como á los demás Españoles con la mejor acogida y agasajo: eran sus naturales corteses, afables, y de los Indios mas civilizados, y el territorio muy abundante en maiz, cazabe, caza y pesca con que regalaron á sus huespedes. "|Id|"[<placename><district key=""AUSF0000"">Nuevo Reyno de Granada</district></placename>]"
id_11719|MACTALLAN||"
 MACTALLAN. Fol. 10 lín. 4 donde dice Chile, ha de decir Quito Un. o en lugar de Tiolama, Tioloma. Id. col. 2 lín. 26 donde dice del Rio del último de estos, léase del último de estos Ríos. "|Fol|[]
id_11720|MACOYA||"
 MACOYA. 
Id. Provincia de la Florida en la América Septentrional en tiempo de la gentilidad de los Indios. "|Id|[]
id_11721|MACUILACATLAN||"
 MACUILACATLAN. Id. Pueblo de Indios de la Nación Totonaque en la Nueva España (que dexó el Señor de ellos llamado Xatontán por su muerte á uno de sus tres hijos nombrado Ichcatzinteuhtli ) y estaba una legua distante del que ahora es Ahuacatlán. "|Id|"[<placename><district key=""SUNE0000"">Nueva España</district></placename>]"
id_11722|MAGALLANICAS||"
 MAGALLANICAS. Fol. 15, añade: el Padre Manuel García, Misionero de la extinguida Compañía, es el primero que en una carta con fecha de 12. de Abril de 1746; dio noticias de las costumbres de estos bárbaros, que generalmente se llaman Serranos, aunque están dividídos en dos Tribus con los nombres de Puelches y Tuelches: estos últimos se conocen en Buenos Ayres con el de Magdalenistas, porque en una ocasión que padecieron hambre, se extendieron al rededor de un Pueblo Pampas Matanzeros, que con el mismo moivo se situaron cerca del Pueblo de Matanza, no muy distante de Buenos Ayres: todos son como los de los de. mas Pueblos Meridionales, ligeros, inconstantes é ir. resolutos, pero hay pocos que les excedan en fiereza y arrogancia, y ningunos que tengan vida mas miserable, ni sean mas pobres á causa de su pereza, aunque algunos que han vivido cerca de las Poblaciones de los Españoles se han hecho al trabajo; los que habitan en las montañas, aunque sujetos á grandes fríos, prefieren andar desnudos al trabajo de hacer vestidos con que cubrirse, si no los compraran de los Aucaes, que crian algún ganado, y los hacen de sus lanassiembran trigo que machacan entre dos piedras para hacer tortas; tienen cobre y otros metales que funden para hacer espuelas y otros utensilios, aunque en corta cantidad: no matan el ganado para comer, pero guando la hambre los obliga lo sangran y se beben la sangre, y su alimento ordinario es la carne de jumentos, zorras, avestruces y guanacos: los que tienen mas comercio con los Españoles han aprendido de éstos a jugar, y han hecho de este vicio la pasión dominante, de modo que pasan dias enteros, y algunas veces las noches sin comer ni dormir: son sumamente interesados, y para estar bien con ellos por mucho que se les de, siempre quieren mas: por la cosa mas leve corren muchas leguas con gran ligereza; compran para vender, y son de tan mala fé como ladro, nes atrevidos, sujetos á los vicios mas groseros, y sin la menor idea del pudor natural á los demás hombres: no carecen de idea del ser supremo, y en sus idomas tienen voces para explicarlo, pero no se sabe que le den ninguna especie de culto, aunque un Español que vivió mucho tiempo cautivo entre ellos, dixo al Padre García ya citado, que les había oído siempre proferir su nombre con veneración: hay sospechas que los Aucaes adoran al Sol, porque quando cazan algún animal tiran la sangre á este astro en acción de gracias, y las mugeres luego que han parido presentan sus hijos á la Luna como para ofrecérselos, y reconocer que los deben á su liberalidad, ó para pedir que les de sus favorables influencias: creen la inmortalidad del alma, y quando muere alguno, se juntan las viejas en sus cabanas, y sentadas lloran á gritos, respondiendo los parientes del difunto en el mismo tono; y después de algunos dias llevan el cuerpo á la sepultura con todos los muebles que usaba, cuidando de no dexar nada que pueda servir de recuerdo, y de quemar la cabana que habitaba, y se tiene por mal pronóstico sonar con él: están preocupados de mil supersticiones y hechicerías, á que son dadas las mugeres, alabándose todos de tener comunicación frecuente con el demonio: sus matrimonios son comprando la muger, y la dexan siempre que no están bien con ella para comprar otra, y solo los Caziques y los ricos pueden tener todas las que quieren: quando alguno muere sin hijos, se casa su hermano con la viuda, y si es la muger, en el mismo caso ocupa su lugar la hermana, si la tiene y es viuda: el amor que tienen á los hijos los padres las madres es tan excesivo, que toca en extravagancia; nunca los castigan ni reprehenden, aunque les falten con insolencia, y si en un primer movimiento de colera les pegan, hacen luego un festin para reconciliarse con ellos: el padre habla al hijo de vos, y éste le respende de tú. De esta conducta nacen todos los desordenes que se pueden discurrir, y daban poca esperanza de reducirlos á la Fé; pero el año de 1739. vinieron quatro de sus Gefes á Buenos Ayres á pedir al Maestre de Campo Don Juan de San Martin, Religiosos de la Compañía que los instruyesen en la Religión, y dando aviso al Gobernador Don Miguel Salcedo, escribió éste al Padre Lucas Machoni, Provincial entonces, que aprovechando ocasión tan oportuna, envió á los Padres Matías Strobl, y Manuel Quirini, que se ofrecieron voluntariamente, y trabajaron con fruto en la reducción de estos infieles. "|Fol|[]
id_11723|F||"
 Fol. 20 col. 1 lín. 22 Una Bahía grande, cómoda y hermosa en la Costa de la mar del Sur y Reyno de Nueva España, descubierta por el Capitán Sebastian Vfscayno el año de 1601; á quien puso por nombre San. tiago, y despr.es mudó en el de Magdalena: está en 25 gr. de lat. "||"[<placename><district key=""SUNE0000"">Reyno de Nueva España</district></placename>]"
id_11724|MAGDELAINE||"
 MAGDELAINE. Id. col. 2 lín. 28 ó Magdalena, Cabo del territorio de la Nueva Francia ó Canadá en la America Septentrional: tiene este nombre por el Abad de la Magdalena, uno de los individios de la Compañía de cien Asociados, formada por el Cardenal de Richeliu, Ministro de Francia, para la población y fomento de aquel País, que lo cedió á los Religiosos de la extinguida Compañía para establecer una Misión de los Indios, que venian de muy remotos parages á hacer el comercio de pieles con los Franceses en el establecimiento que tenian en el rio de los Iroqueses: en el referido País hay abundantes minas de fierro, y el año de 1715. se descubrieron varias ftsentes de aguas minerales que causan los mismos efectos, y tienen las mismas qualidades que las de Forges en Francia, "|Id|[]
id_11725|MAGUA||"
 MAGUA. 
Fol. 21 col. 1 lín. 1; Reyno de la Isla Española ó de Santo Domingo, y uno de los quatro en que estava divida entre los Indios quando la descubrió Christoval Colón: significa llanura porque comprehendia lo que después se llamó Vega Real, que tiene 80. leguas de largo, y mas de 10. de ancho: Fr. Bartolomé de las Casas dice que corren allí mas de 30U.. rios, de los quales hay 12. tan anchos como el Ebro ó el Guadalquivir: se puede creer que hay mucha exageración en esto, aunque se cuenten los arroyos, que sin duda son muchísimos, porque vierten allí las aguas de las montañas que hay al Poniente: el Príncipe quereynaba en Magua quando llegaron los Españoles, se llamaba Guarionex, y tenia la Capital en el mismo parage que éstos fundaron la Ciudad de la Concepción de la Vega. "|Fol|[]
id_11726|F||"
 Fol. 22. col. 1 lín. 1 Tenia el mismo nombre un Reyno de la Isla Española ó de Santo Domingo: quando la poseían los Indios, que comprehendia la Provincia de Cibao, y todo el curso del rio Artibonito, el Rey se llamaba Coanabo, era Caribe, y habia pasado á la Isla de aventurero á buscar fortuna, y como tenia mucho valor, se hizo estimar de los naturales, de modo que con facilidad llegó á dominarlos, y establecer un estado de consideración: los Españoles fundaron después allí una Villa con nombre de San Juan de Maguana, que subsistió poco, y estaba en el parage que llaman los Franceses Savana de San Ovan. "||[]
id_11727|MAHOMAS||"
 MAHOMAS. FdI. 23 col. 1lín. 31. Nación de Indios de la Provincia y Gobierno del Paraguay , que habitan á orillas de la laguna de este nombre, en que se cogen muy buenas perlas, según refiere Don Martin del Barco: estos Indios eran amigos y aliados de los Españoles, y el año de 1610. fueron por esto atacados de los Guaraníes, que mataron muchos, y se llevaron prisioneros otros; pero habiendo pedido auxilio á el Gobernador de la Provincia, que dándoles algunos Españoles y un Oficial, con los Indios de las parcialidades de algunos Caziques christianos que había congregado el Padre Marcelo Lorenzana de la extinguida Cempañia, salieron en seguimiento de los enemigos, y habiéndolos alcanzado, les ofrecieron la paz, que no quisieron admitir; por lo qual los acometieron con tanto valor, que quedaron enteramente derrotados, recobrando su libertad los Mahomas, que se reduxeron á la Fé Católica, fundando el Pueblo de San Ignacio Guazu, uno de los que formaron las Misiones tan celebradas del Paraguay, que cuidaron los Regulares de la extinguida Compañía. Fol. 30 col. 2 lín. 5 dice conducen, léase conduce. Fol. 31 col. 1 lín. 8 dice la, lee al. Fol. 32 col. 1 lín. 16 dice y ese, léase y se. "|Fd|"[<placename><rolename type=""province"">Provincia</rolename> y <rolename type=""gobernacion"">Gobierno</rolename> del <district key=""PRRPPA00"">Paraguay </district></placename>]"
id_11728|MALBALA||"
 MALBALA. 
Fol. id. col. 1 Nación bárbara de Indios de la Provincia del Chaco en el Perú, habitaba á orillas del rio Grande: son bien agestados, y de buen talle; andan desnudos, pero con menos brutalidad que los demás, porque para cubrir sus vergüenzas usan unos cueros ó vedes de chaguar, y las mugeres se rubren todo el cuerpo con mantas: hasta que se casan son de color muy blanco, porque hasta entonces no les es permitido pintarse el rostro con rayas azules, que empiezan desde la frente, y terminan hasta la barba; los varones se forman quadros, cruzes y otras figuras de el mismo color: solo pueden tener una muger, que la pide el novio á sus padres, y tomando éstos separadamente el consentimiento de la muchacha, se la entregan: se guardan los casados mutua fidelidad, y si la muger comete adulterio, sus padres la castigan en público con severidad. Las viudas que no se quieran volver á casar sirven de mugeres públicas, después de lo qual nadie puede tomarlas por muger, pues quedan reputadas por infames: se dexan crecer el cabello hasta los hombros, menos los viudos que por luto lo trahen mas largo, y no lo cortan, ni comen pescado en todo el tiempo de la viudez: usan las mismas armas que las demás Naciones, á excepción de que el dardo solo se permite á los Caziques y Capitanes: tienen guerra declarada con tedas las demás Naciones, y solo profesan unión y amistad á los Chinupies y Vélelas: no siembran nada, y viven únicamente de la caza, y de la pesca: crian algunas ovejas, no para comer, sino para aprovechar la lana, de que hacen ceñidores teñidos de encarnado, y esmaltados con 1er tejuelas de Conchitas blancas, para ponerse en la cabeza como diademas, adornándose la cintura con plumas de varios colores para celebrar sus fiestas y borracheras, en cuyo tiempo dicen que se les aparece un hombre en trage español, que es el demonio, y solo habla con los viejos chupadores, á quienes revela los sucesos futuros; pero no por eso le dan culto alguno, porque son enteramente ateístas, y dicen que en muriendo todo se acaba: son muy supersticiosos, y creen los cantos de paxaros, ahullidos de perros, etc. para pronosticar los sucesos favorables ó adversos, y por esto gobiernan sus acciones: á los guerreros los entierran de pie, y á los demás echados, y no les ponen comida ni otra cosa como los demás Indios, pero se abst.enen de no tocar las armas de los que mueren en la guerra, como de pasar por el parage en que les sucedió la desgracia, por el mal agüero que forman; celebran por muchos dias al alva las exequias del difunto con grandes llantos y alaridos ,y allí se acaba la memoria: entre estos Indios se hallaron algunos Caziques con nombres parecidos á los de los Jad os como Jonais, Jonapain, Jonastete, Jonaiso, de donde han querido probar algunos la población de América por los Hebreos. El Gobernador del Tucirmán, Don Esteban de Urizar, hizo la paz con estos Indios, y los hizo conducir á Buenos Ayres, para que se reduxesen á la Religión Católica; pero al paso por la Ciudad de Santiago del Estero, se revelaron, y matando algunos Españoles, se volvieron á su territorio, bien que la mayor parte se establecieron en Buenos Ayres: el Padre Pedro Lozano de la extinguida Compañía de que constaba la Nación de estos Malbalás ó Malbalaes de mas de 500.000 almas. "|Fol|"[<placename><district key=""SUPE0000"">el Perú</district></placename>]"
id_11729|MALECITAS||"
 MALECITAS. Fol. 34 col. 1. lín. 25 Nación de Indios de la Nueva Francia ó Canadá en la América Septentrional, reducida á la Fé por los Misioneros Regulares Franceses de la extinguida Compañía. Fol 35 col. 2. lín. 7 dice Marín aleo, lee Matinales "|Fol|[]
id_11730|MALINALTEPEC||"
 MALINALTEPEC. Id. lín. 8 Provincia antigua de la Nueva España, conquistada y unida al Imperio por Motezuma el año IX. de su reynado: hoy está incorporada en otras poc la división que hicieron los Españoles después de la conquista. "|Id|[]
id_11731|F||"
 Fol. 38 col. 1 lín. 11 Tiene el mismo nombre una Provincia en los Llanos de San Juan del Nuevo Reyno de Granada, la descubrió Jorge de Spira el año de 1536; y le dio este nombre, á causa de ser País estéril, quebrado y montuoso: estaba muy poco poblada de Indios, que sin embargo se manifestaron muy valerosos en una batalla que le dieron para obligarlo á que dexase el País, y en que estuvo muy cerca de perderse con todos sus Españoles. "||"[<placename><district key=""AUSF0000"">Nuevo Reyno de Granada</district></placename>]"
id_11732|MALPELO||"
 MALPELO. 
Id. añade: es tan preciso resguardarse de esta Isla en la navegación, como de la de la Gorgona, de quien no es posible desembarazarse por la fuerza de las corrientes, y contrariedad de los vientos, lo qual llaman allí engorgonarse, y en los dos extremos es menos inconveniente padecer este contratiempo, que solo produce el retardo del viage que perderse en la de Mal Pelo. "|Id|[]
id_11733|F||"
 Fol. 38 col. 2 lín. 18 Tiene el mismo nombre una Sierra, que es la Nevada, en las llanuras de Perote y Azumpan en Nueva España: los Españoles le dieron este nombre por lo que se maltrataron quando la descubrieron r los Indios la llaman en su idioma Poyauhtecati; es de muchísima altura, y se descubre desde 30. leguas en la mar, y sirve como de balisa por ser la primera tierra que se ve antes de las sierras de San Martin: está 20. leguas distante de la Costa; suele echar humo, y Diego Muñoz dice que en 10. años o humeó: los Indios referían en sus cantares antiguos, que quando estas sierras vomitasen humo y fuego habría grandes mortandades y pestes; y en efecto el año de 1545. sucedió la gran peste que afligió el Reyno, en que perecieron infinitas gentes, habiendo precedido arrojar mucho humo, y siguió después por mas de 20. años, al cabo de los quales cesó 7 y solo se ha visto repetir alguna vez. "||"[<placename><district key=""SUNE0000"">Nueva España</district></placename>]"
id_11734|I||"
 Id. Un. 22 Tiene el mismo nombre una Bahía del País ó tierra del Labrador en la América Septentrional; está entre el rio Nevado s y el Cabo Delgado de aquella Costa. "||[]
id_11735|F||"
 Fol. 39 col. 1 lín. 1 6 dice nombrándolo por Gobernador etc; ha de decir nombrando el Rey por Gobernador á Don etc.: y donde dice después Don Manuel Gil, ha de decir Don Francisco. "|Don|[]
id_11736|I||"
 Id. col. 1. lin. 5 donde dice Guadalabqmen, léase Cuadalahquen. "||[]
id_11737|MAMALHUAZCO||"
 MAMALHUAZCO Id. lín. 18 Ciudad antigua de Nueva España, que dio el Emperador Xolotl á Cohuatlapal, uno de los Señores Chichimecas de su Corre: hoy no existe. "|Id|[]
id_11738|MAMALHUAZOCAN||"
 MAMALHUAZOCAN. 
Id. Ciudad de Nueva España en tiempo de la gentilidad de los Indios, poblada de la Nación de los Chuicas, después de la denota que padecieron quando los conquisto Tizoc Axayacatl, Emperador de México. "|Id|[]
id_11739|MAMALUCOS||"
 MAMALUCOS. 
Id. ó Mamelucos) Mestizos del Reyno del Brasil, habitantes de la Provincia y Colonia de San Pablo cuyo origen es el siguiente : los Portugueses conquistadores del Brasil después que fundaron la Ciudad de San Vicente en la Costa del mar, destacaron desde allí algunas Colonias para hacer otras fundaciones, entre las quales se hizo una de las mas célebres la de San Pablo, en el Cantón que los naturales del País llaman de la Piratininga: á poco tiempo llegó el Padre Manuel Nobrega de la extinguida Compaña, primer Provincial, enviado por San Ignacio de Loyola, y considerando esta Población la mas á proposito para fundar una Misión de indios, transfirió el Colegio que se habia fundado en San Vicente la víspera de la Conversión de San Pablo el año de 1554; dedicando á este Apóstol de las gentes el nuevo Colegio, que desde entonces se llamó de San Pablo de Piratininga: los habitantes, con el socorro de los Jesuitas, se conservaron por algún tiempo en las buenas costumbres, y los Indios, viendo que estos Religiosos eran el apoyo para que los Portugueses los tratasen bien y abrazaron con facilidad la Religión Católica; pero la virtud duró poco, y la Colonia de San Pablo de Piratininga, en que tenían fundadas los Misioneros grandes esperanzas, fue luego el mayor obstáculo que tuvieron para sus conquistas espirituales, que nunca han podido vencer: comunicóse el mal de otra Colonia vecina, en que los Portugueses se mezclaron con las Indias, y el exemplo contaminó á la de San Pablo, de cuya mezcla se produxo una generación perversa de Mestizos, que se entregaron á toda especie de desornes, y á quienes dieron el nombre de Mamalucos por su semejanza con los antiguos esclavos de los Soldanes de Egipto. A pesar de los esfuerzos de los Gobernadores, Magistrados y Jesuítas, con el auxilio de los Jueces Eclesiásticos, para contener el progreso de este mal, tomó mayor cuerpo la disolución, y los Mamalucos sacudieron el yugo de la autoridad divina y humana, aumentándose con haberse establecido entre ellos infinitos vandidos de varias Naciones Portugueses, Españoles, Italianos y Holandeses fugitivos de la justicia que los perseguía por sus delitos: juntaronseles algunos Indios Brasilianos, y apoderados todos del gusto de la libertad, se entregaron sin freno á todos los vicios, y llenaron de horrores una grande extensión del País. No nabia otro re nedio que extinguir tan perversa casta de gentes, en que tenían igual interés las dos Coronas de Espina v de Portugal; pero la situación de la Ciudid de San Pablo en la cima de una roca, no permitía acoderarse de ella sino por hambre, y para ello era necesario mucha tropa, que ni el Brasil ni el Paraguay podían dar todavía; además de que un corto número de gentes determinadas podían defenderse mucho: La causa principal de que al principio no se hubiesen tomado providencias contra los Mamalucos, es que ellos no necesitaban salir de su territorio para vivir en la abundancia, y gozar todas las comodidades de la vida; porque allí se respira un ayre puro, baxo de un cielo siempre sereno, y de un clima temphdo a sin embargo de estar en 34. gr. de lat. aust.: las tierras son fértiles, y producen muy buen trigo, las cañas de azúcar se dan con abundancia, y tienen muy buenos pastos; de modo que solo por la propensión de hacer mal, y no por necesidad corrían con inmensos peligros, y fatigas increíbles aquellas dilatadas regiones, que desbastaron de mas de dos millones de hombres, sufriendo en estas correrías, que muchas veces eran de años enteros, la vida mas miserable, en que perecían infinitos, y otros á su vutlta hallaban á sus mugeres casadas con otros, y de este modo ellos mismos se hubieran extinguido, si en lugar de los que faltaban no substituyesen los cautivos que trahian de las correrías. ISo sufrían menos que los Indios los Españoles del Paraguay por su culpa, pues no tenian mas que sostener las reducciones contra los Mamelucos, que nunca habrian podido forzar esta barrera; pero el interés los cegó, porque juzgaron estas nuevas Iglesias como dique opuesto á su codicia, y no conocieron la ventaja que podían sacar legítimamente, hasta que vieron despoblada esta frontera, y arruinada enteramente: los Mamelucos hallaron mas resistencia que la que esperaban en estos Nuevos Christianos, y como no querían destruirlos, ocurrieron á diferentes ardides, y el que practicaron mucho tiempo con mas suceso fue el de presentarse en pequeñas partidas, vestido el Comandante de ellas de Jesuita, en aquellos parages que sabian que estos Religiosos iban á buscar prosélitos plantaban cruces, regalaban á los Indios, les daban remedios en sus enfermedades, y como hablaban la lengua Guaraní, los exentaban á abrazar el Christianísmo, explicándoles en pocas palabras los principales artículos. Luego que con estos artificios tenian junta una porcion, les proponían que fuesen á establecerse en otro parage mas cómodo, donde nada les faltarla: la mayor parte se dexaban seducir de estos lolos cubiertos con piel de oveja, hasta que quitándose la mascara los traidores, los ataban, degollando á los que se querian escapar, llevándose los demás: se descubrió el estratagema por algunos que lograron volver á su País, pero mientras vivieron persuadidos los Indios á que eran verdaderos Jesuítas los autores de estas atrocidades, y estuvieron muchas veces á riesgo de la vida, sin poder en años hacer la conversión de uno solo: el año de 1630. destruyeron los Mamelucos varios Pueblos de las Misiones, y el siguiente la Villa rica y Ciudad Real de los Españoles, pero el de 1641. en otra irrupción que hicieron se juntaron los Neófitos de las reducciones, y mandados del Cazique Abiarú, derrotaron enteramente á aquellos foragidos, que perdieron mas de 1200. hombres: el año de 1645. hicieron otra invasión contra los Itatines, en que mataron al Padre Francisco Arlas, Misionero: en 1694. entraron en el territorio de los Indios Chiquitos, y fueron derrotados, con lo qual se les contuvo, y para mayor seguridad dio el Rey permiso para que los Indios de las Misiones tuviesen armas de fuego. Fol, 41 col. 1 lín. 1 1 donde dice según unos, aítade: nace. "|Id|[]
